YYYY MM DD HH MN    UNIXtime   VAPID VAPMLT RMlat  GID  GMLT  GMlat   E/P   gr/sh
2017 01 31 21 28   1485887280.0   A  20.41   3.27   #G   NaN   NaN    NaN    NaN
2017 01 31 22 33   1485891180.0   A  21.11   2.12   #G   NaN   NaN    NaN    NaN
2017 01 31 23 48   1485895680.0   A  22.04   0.46   #G   NaN   NaN    NaN    NaN
2017 02 01 06 14   1485918840.0   A  20.49   2.34   #G   NaN   NaN    NaN    NaN
2017 02 01 07 13   1485922380.0   A  21.24   -0.05   #G   NaN   NaN    NaN    NaN
2017 02 01 15 16   1485951360.0   a  20.50   -9.7   #G   NaN   NaN   Elec    NaN
2017 02 01 15 20   1485951600.0   B  18.90   -1.48   #G   NaN   NaN    NaN    NaN
2017 02 02 01 47   1485989220.0   a  21.30   5.7   #G   NaN   NaN   Both    NaN
2017 02 02 02 00   1485990000.0   A  21.52   5.35   #G   NaN   NaN    NaN    NaN
2017 02 02 19 05   1486051500.0   A  20.96   -5.54   #G   NaN   NaN    NaN    NaN
2017 02 02 19 12   1486051920.0   B  19.34   4.75   #G   NaN   NaN    NaN    NaN
2017 02 02 22 14   1486062840.0   b  21.40   1.3   #G   NaN   NaN   Both    NaN
2017 02 05 03 19   1486253940.0   B  20.41   8.18   #G   NaN   NaN    NaN    NaN
2017 02 05 03 23   1486254180.0   b  20.50   8.0   #G   NaN   NaN   Elec    NaN
2017 02 05 18 28   1486308480.0   A  20.71   -6.43   #G   NaN   NaN    NaN    NaN
2017 02 05 19 14   1486311240.0   a  21.20   -7.2   #G   NaN   NaN   Both    NaN
2017 02 05 19 15   1486311300.0   A  21.23   -7.18   #G   NaN   NaN    NaN    NaN
2017 02 17 08 22   1487308920.0   A  20.87   -6.55   #G   NaN   NaN    NaN    NaN
2017 02 24 02 31   1487892660.0   A  21.10   2.3   13 21.30   9.5    NaN   sharp
2017 02 24 02 36   1487892960.0   A  21.19   2.18   #G   NaN   NaN    NaN    NaN
2017 02 27 20 20   1488216000.0   A  21.23   -8.37   #G   NaN   NaN    NaN    NaN
2017 02 27 20 22   1488216120.0   B  21.22   -7.28   #G   NaN   NaN    NaN    NaN
2017 03 01 22 31   1488396660.0   A  18.57   5.77   #G   NaN   NaN    NaN    NaN
2017 03 01 22 37   1488397020.0   B  18.06   8.96   #G   NaN   NaN    NaN    NaN
2017 03 02 00 06   1488402360.0   B  19.11   6.45   #G   NaN   NaN    NaN    NaN
2017 03 02 02 14   1488410040.0   A  21.39   1.16   #G   NaN   NaN    NaN    NaN
2017 03 03 02 10   1488496200.0   A  19.15   3.59   #G   NaN   NaN    NaN    NaN
2017 03 03 02 42   1488498120.0   a  19.50   2.6   #G   NaN   NaN   Elec    NaN
2017 03 03 02 47   1488498420.0   a  19.60   2.5   #G   NaN   NaN   Both    NaN
2017 03 04 04 45   1488591900.0   A  19.01   -1.37   #G   NaN   NaN    NaN    NaN
2017 03 04 04 58   1488592680.0   a  19.20   -1.8   #G   NaN   NaN   Elec    NaN
2017 03 06 21 37   1488825420.0   a  20.40   -2.8   #G   NaN   NaN   Both    NaN
2017 03 06 21 38   1488825480.0   A  20.40   -2.85   #G   NaN   NaN    NaN    NaN
2017 03 06 21 58   1488826680.0   A  20.66   -3.08   #G   NaN   NaN    NaN    NaN
2017 03 07 05 28   1488853680.0   A  19.74   -3.36   #G   NaN   NaN    NaN    NaN
2017 03 22 01 40   1490136000.0   B  19.87   1.36   #G   NaN   NaN    NaN    NaN
2017 03 22 05 32   1490149920.0   A  20.85   -4.00   #G   NaN   NaN    NaN    NaN
2017 03 28 01 09   1490652540.0   b  18.70   1.7   #G   NaN   NaN   Elec    NaN
2017 03 28 01 10   1490652600.0   B  18.70   1.72   #G   NaN   NaN    NaN    NaN
2017 03 28 03 00   1490659200.0   B  20.19   -0.49   #G   NaN   NaN    NaN    NaN
2017 03 28 03 08   1490659680.0   A  19.33   -1.76   #G   NaN   NaN    NaN    NaN
2017 03 30 18 14   1490886840.0   a  19.50   -9.7   #G   NaN   NaN   Elec    NaN
2017 03 31 01 51   1490914260.0   B  18.81   0.44   #G   NaN   NaN    NaN    NaN
2017 03 31 02 25   1490916300.0   B  19.23   -0.33   #G   NaN   NaN    NaN    NaN
2017 03 31 02 50   1490917800.0   B  19.56   -0.81   #G   NaN   NaN    NaN    NaN
2017 03 31 02 56   1490918160.0   A  19.38   -1.67   #G   NaN   NaN    NaN    NaN
2017 03 31 04 25   1490923500.0   A  20.61   -2.52   #G   NaN   NaN    NaN    NaN
2017 03 31 20 54   1490982840.0   a  19.40   -3.1   #G   NaN   NaN   Both    NaN
2017 03 31 20 55   1490982900.0   B  19.51   -2.88   #G   NaN   NaN    NaN    NaN
2017 03 31 21 00   1490983200.0   a  19.50   -3.1   #G   NaN   NaN   Elec    NaN
2017 04 04 06 45   1491277500.0   a  20.40   -8.2   #G   NaN   NaN   Elec    NaN
2017 04 20 03 17   1492647420.0   b  19.60   -2.5   #G   NaN   NaN   Elec    NaN
2017 04 24 00 23   1492982580.0   A  19.10   0.0   13 19.50   9.4    NaN   sharp
2018 04 20 09 33   1524205980.0   b   1.70   8.1   #G   NaN   NaN   Hion    NaN
2018 07 05 23 47   1530823620.0   b  23.90   -6.8   #G   NaN   NaN   Both    NaN
2018 08 15 10 43   1534318980.0   b  24.00   -6.5   #G   NaN   NaN   Elec    NaN
2018 08 15 10 51   1534319460.0   a  23.90   -5.2   #G   NaN   NaN   Both    NaN
2018 08 15 10 55   1534319700.0   a  24.00   -5.1   #G   NaN   NaN   Elec    NaN
2018 08 15 10 56   1534319760.0   b   0.10   -6.4   #G   NaN   NaN   Both    NaN
2018 08 25 20 51   1535219460.0   a  23.30   -7.8   #G   NaN   NaN   Both    NaN
2018 08 26 09 55   1535266500.0   b   0.10   -1.9   #G   NaN   NaN   Hion    NaN
2018 09 10 23 28   1536611280.0   a   0.00   2.6   #G   NaN   NaN   Hion    NaN
2018 09 11 04 28   1536629280.0   b  22.60   3.8   #G   NaN   NaN   Both    NaN
2018 09 11 07 14   1536639240.0   a  23.10   4.6   #G   NaN   NaN   Hion    NaN
2018 09 11 07 23   1536639780.0   a  23.20   4.8   #G   NaN   NaN   Elec    NaN
2018 09 13 11 08   1536826080.0   b  22.80   -8.2   #G   NaN   NaN   Elec    NaN
2018 09 22 10 06   1537599960.0   a  21.40   -8.2   #G   NaN   NaN   Elec    NaN
2018 09 22 11 34   1537605240.0   a  22.70   -5.1   #G   NaN   NaN   Elec    NaN
2018 09 22 13 58   1537613880.0   b  23.60   -7.5   #G   NaN   NaN   Both    NaN
2018 09 22 22 28   1537644480.0   b  23.20   0.7   #G   NaN   NaN   Both    NaN
2018 09 25 11 22   1537863720.0   a  22.70   -3.8   #G   NaN   NaN   Elec    NaN
2018 09 25 11 47   1537865220.0   a  23.00   -3.3   #G   NaN   NaN   Hion    NaN
2018 09 27 08 48   1538027280.0   a  23.10   4.8   #G   NaN   NaN   Elec    NaN
2018 10 01 14 00   1538391600.0   b  22.40   -9.7   #G   NaN   NaN   Both    NaN
2018 10 07 16 16   1538918160.0   b  23.30   -6.4   #G   NaN   NaN   Elec    NaN
2018 10 07 19 59   1538931540.0   a  23.20   0.6   #G   NaN   NaN   Both    NaN
2018 10 09 16 13   1539090780.0   a  22.80   -4.7   #G   NaN   NaN   Hion    NaN
2018 10 09 20 52   1539107520.0   b  21.90   0.8   #G   NaN   NaN   Both    NaN
2018 10 10 19 42   1539189720.0   a  23.20   0.6   #G   NaN   NaN   Hion    NaN
2018 10 11 12 46   1539251160.0   a  22.60   -3.0   #G   NaN   NaN   Elec    NaN
2018 10 13 16 48   1539438480.0   b  22.80   -5.6   #G   NaN   NaN   Elec    NaN
2018 10 13 17 21   1539440460.0   a  21.70   -3.9   #G   NaN   NaN   Elec    NaN
2018 10 15 14 38   1539603480.0   a  22.10   -5.4   #G   NaN   NaN   Both    NaN
2018 10 26 21 36   1540578960.0   b  22.30   6.7   #G   NaN   NaN   Both    NaN
2018 11 04 21 10   1541355000.0   a  23.80   6.6   #G   NaN   NaN   Hion    NaN
2018 11 05 05 39   1541385540.0   b  20.50   5.8   #G   NaN   NaN   Both    NaN
2018 11 10 10 48   1541836080.0   a  23.20   6.6   #G   NaN   NaN   Elec    NaN
2018 11 11 12 47   1541929620.0   a  22.50   1.2   #G   NaN   NaN   Both    NaN
2018 12 01 16 14   1543670040.0   a  21.70   1.7   #G   NaN   NaN   Hion    NaN
2018 12 03 15 25   1543839900.0   b  21.50   0.7   #G   NaN   NaN   Elec    NaN
